t_s,pressure_kpa,setpoint_kpa,valve_pct,phase,diverter,in_band
153.7,60.1,60.0,23.09,stabilizing,0,1
153.75,59.627,60.0,26.61,stabilizing,0,1
153.8,59.826,60.0,25.3,stabilizing,0,1
153.85,59.556,60.0,27.27,stabilizing,0,1
153.9,59.726,60.0,26.1,stabilizing,0,1
153.95,59.862,60.0,25.23,stabilizing,0,1
154.0,59.599,60.0,27.15,stabilizing,0,1
154.05,60.049,60.0,24.05,stabilizing,0,1
154.1,59.964,60.0,24.8,stabilizing,0,1
154.15,59.955,60.0,24.98,stabilizing,0,1
154.2,60.087,60.0,24.16,stabilizing,0,1
154.25,59.958,60.0,25.18,stabilizing,0,1
154.3,59.994,60.0,25.0,stabilizing,0,1
154.35,60.266,60.0,23.19,stabilizing,0,1
154.4,60.026,60.0,25.01,stabilizing,0,1
154.45,60.187,60.0,23.95,stabilizing,0,1
154.5,60.28,60.0,23.41,stabilizing,0,1
154.55,59.795,60.0,26.86,stabilizing,0,1
154.6,60.016,60.0,25.26,stabilizing,0,1
154.65,60.26,60.0,23.6,stabilizing,0,1
154.7,60.191,60.0,24.18,stabilizing,0,1
154.75,60.229,60.0,23.98,stabilizing,0,1
154.8,60.17,60.0,24.45,stabilizing,0,1
154.85,60.432,60.0,22.69,stabilizing,0,1
154.9,60.26,60.0,24.01,stabilizing,0,1
154.95,60.442,60.0,22.8,stabilizing,0,1
155.0,60.342,60.0,23.59,stabilizing,0,1
155.05,60.331,60.0,23.73,stabilizing,0,1
155.1,60.332,60.0,23.76,stabilizing,0,1
155.15,60.406,60.0,23.28,collecting,1,1
155.2,60.371,60.0,23.58,collecting,1,1
155.25,60.33,60.0,23.9,collecting,1,1
155.3,60.289,60.0,24.19,collecting,1,1
155.35,60.461,60.0,23.0,collecting,1,1
155.4,60.544,60.0,22.49,collecting,1,1
155.45,60.42,60.0,23.43,collecting,1,1
155.5,60.541,60.0,22.62,collecting,1,1
155.55,60.605,60.0,22.24,collecting,1,1
155.6,60.564,60.0,22.6,collecting,1,1
155.65,60.605,60.0,22.37,collecting,1,1
155.7,60.533,60.0,22.92,collecting,1,1
155.75,60.412,60.0,23.77,collecting,1,1
155.8,60.68,60.0,21.89,collecting,1,1
155.85,60.502,60.0,23.19,collecting,1,1
155.9,60.546,60.0,22.88,collecting,1,1
155.95,60.646,60.0,22.2,collecting,1,1
156.0,60.635,60.0,22.33,collecting,1,1
156.05,60.545,60.0,22.98,collecting,1,1
156.1,60.478,60.0,23.43,collecting,1,1
156.15,60.64,60.0,22.28,collecting,1,1
156.2,60.551,60.0,22.93,collecting,1,1
156.25,60.504,60.0,23.24,collecting,1,1
156.3,60.848,60.0,20.85,collecting,1,1
156.35,60.427,60.0,23.85,collecting,1,1
156.4,60.512,60.0,23.2,collecting,1,1
156.45,60.703,60.0,21.85,collecting,1,1
156.5,60.249,60.0,25.02,collecting,1,1
156.55,60.691,60.0,21.84,collecting,1,1
156.6,60.502,60.0,23.19,collecting,1,1
156.65,60.962,60.0,20.0,collecting,1,1
156.7,60.888,60.0,20.66,collecting,1,1
156.75,60.515,60.0,23.32,collecting,1,1
156.8,60.803,60.0,21.28,collecting,1,1
156.85,60.707,60.0,21.99,collecting,1,1
156.9,60.929,60.0,20.48,collecting,1,1
156.95,60.836,60.0,21.2,collecting,1,1
157.0,60.947,60.0,20.48,collecting,1,1
157.05,60.607,60.0,22.89,collecting,1,1
157.1,60.594,60.0,22.91,collecting,1,1
157.15,61.108,60.0,19.31,collecting,1,1
157.2,60.797,60.0,21.59,collecting,1,1
157.25,60.694,60.0,22.29,collecting,1,1
157.3,60.69,60.0,22.27,collecting,1,1
157.35,60.688,60.0,22.24,collecting,1,1
157.4,60.532,60.0,23.28,collecting,1,1
157.45,60.858,60.0,20.94,collecting,1,1
157.5,60.731,60.0,21.86,collecting,1,1
157.55,60.866,60.0,20.92,collecting,1,1
157.6,60.673,60.0,22.28,collecting,1,1
157.65,60.988,60.0,20.07,collecting,1,1
157.7,60.575,60.0,22.99,collecting,1,1
157.75,60.84,60.0,21.08,collecting,1,1
157.8,60.698,60.0,22.07,collecting,1,1
157.85,60.687,60.0,22.1,collecting,1,1
157.9,60.667,60.0,22.21,collecting,1,1
157.95,60.785,60.0,21.35,collecting,1,1
158.0,60.707,60.0,21.89,collecting,1,1
158.05,60.634,60.0,22.37,collecting,1,1
158.1,60.821,60.0,21.02,collecting,1,1
158.15,60.627,60.0,22.39,collecting,1,1
158.2,60.631,60.0,22.3,collecting,1,1
158.25,60.71,60.0,21.71,collecting,1,1
158.3,60.722,60.0,21.62,collecting,1,1
158.35,60.542,60.0,22.84,collecting,1,1
158.4,60.399,60.0,23.75,collecting,1,1
158.45,60.621,60.0,22.1,collecting,1,1
158.5,61.078,60.0,18.93,collecting,1,1
158.55,60.669,60.0,21.9,collecting,1,1
158.6,60.748,60.0,21.33,collecting,1,1
158.65,60.808,60.0,20.92,collecting,1,1
158.7,60.864,60.0,20.56,collecting,1,1
158.75,60.833,60.0,20.82,collecting,1,1
158.8,60.693,60.0,21.8,collecting,1,1
158.85,60.746,60.0,21.4,collecting,1,1
158.9,60.737,60.0,21.44,collecting,1,1
158.95,60.897,60.0,20.33,collecting,1,1
159.0,60.557,60.0,22.71,collecting,1,1
159.05,61.073,60.0,19.06,collecting,1,1
159.1,60.632,60.0,22.21,collecting,1,1
159.15,60.884,60.0,20.4,collecting,1,1
159.2,60.487,60.0,23.17,collecting,1,1
159.25,60.595,60.0,22.3,collecting,1,1
159.3,60.575,60.0,22.37,collecting,1,1
159.35,60.783,60.0,20.86,collecting,1,1
159.4,60.783,60.0,20.88,collecting,1,1
159.45,60.559,60.0,22.44,collecting,1,1
159.5,60.949,60.0,19.68,collecting,1,1
159.55,60.521,60.0,22.71,collecting,1,1
159.6,60.269,60.0,24.34,collecting,1,1
159.65,60.267,60.0,24.17,collecting,1,1
159.7,60.739,60.0,20.77,collecting,1,1
159.75,60.814,60.0,20.3,collecting,1,1
159.8,60.469,60.0,22.74,collecting,1,1
159.85,60.407,60.0,23.09,collecting,1,1
159.9,60.236,60.0,24.17,collecting,1,1
159.95,60.626,60.0,21.34,collecting,1,1
160.0,60.299,60.0,23.62,collecting,1,1
160.05,60.564,60.0,21.68,collecting,1,1
160.1,60.409,60.0,22.76,collecting,1,1
160.15,60.548,60.0,21.76,collecting,1,1
160.2,60.187,60.0,24.25,collecting,1,1
160.25,60.454,60.0,22.27,collecting,1,1
160.3,60.794,60.0,19.92,collecting,1,1
160.35,60.323,60.0,23.28,collecting,1,1
160.4,60.299,60.0,23.36,collecting,1,1
160.45,60.573,60.0,21.4,collecting,1,1
160.5,60.353,60.0,22.94,collecting,1,1
160.55,60.211,60.0,23.87,collecting,1,1
160.6,60.18,60.0,23.97,collecting,1,1
160.65,60.392,60.0,22.41,collecting,1,1
160.7,60.424,60.0,22.19,collecting,1,1
160.75,60.285,60.0,23.15,collecting,1,1
160.8,60.356,60.0,22.61,collecting,1,1
160.85,60.223,60.0,23.51,collecting,1,1
160.9,60.534,60.0,21.3,collecting,1,1
160.95,60.594,60.0,20.96,collecting,1,1
161.0,60.485,60.0,21.78,collecting,1,1
161.05,60.486,60.0,21.8,collecting,1,1
161.1,60.243,60.0,23.49,collecting,1,1
161.15,60.401,60.0,22.32,collecting,1,1
161.2,60.489,60.0,21.7,collecting,1,1
161.25,60.539,60.0,21.38,collecting,1,1
161.3,60.145,60.0,24.13,collecting,1,1
161.35,60.498,60.0,21.59,collecting,1,1
161.4,60.372,60.0,22.48,collecting,1,1
161.45,60.185,60.0,23.75,collecting,1,1
161.5,60.289,60.0,22.95,collecting,1,1
161.55,60.037,60.0,24.64,collecting,1,1
161.6,60.249,60.0,23.05,collecting,1,1
161.65,60.192,60.0,23.4,collecting,1,1
161.7,60.443,60.0,21.63,collecting,1,1
161.75,60.788,60.0,19.31,collecting,1,1
161.8,60.177,60.0,23.7,collecting,1,1
161.85,60.256,60.0,23.07,collecting,1,1
161.9,60.018,60.0,24.66,collecting,1,1
161.95,60.229,60.0,23.08,collecting,1,1
162.0,60.57,60.0,20.7,collecting,1,1
162.05,60.181,60.0,23.49,collecting,1,1
162.1,60.201,60.0,23.29,collecting,1,1
162.15,60.198,60.0,23.26,collecting,1,1
162.2,60.026,60.0,24.4,collecting,1,1
162.25,59.984,60.0,24.59,collecting,1,1
162.3,60.305,60.0,22.28,collecting,1,1
162.35,60.177,60.0,23.19,collecting,1,1
162.4,59.956,60.0,24.69,collecting,1,1
162.45,59.879,60.0,25.12,collecting,1,1
162.5,59.98,60.0,24.3,collecting,1,1
162.55,60.341,60.0,21.76,collecting,1,1
162.6,59.987,60.0,24.28,collecting,1,1
162.65,60.152,60.0,23.08,collecting,1,1
162.7,60.108,60.0,23.39,collecting,1,1
162.75,59.935,60.0,24.58,collecting,1,1
162.8,60.004,60.0,24.02,collecting,1,1
162.85,60.075,60.0,23.5,collecting,1,1
162.9,59.99,60.0,24.08,collecting,1,1
162.95,59.988,60.0,24.06,collecting,1,1
163.0,59.581,60.0,26.82,collecting,1,1
163.05,59.679,60.0,25.96,collecting,1,1
163.1,59.99,60.0,23.7,collecting,1,1
163.15,59.835,60.0,24.79,collecting,1,1
163.2,59.867,60.0,24.52,collecting,1,1
163.25,59.754,60.0,25.28,collecting,1,1
163.3,59.889,60.0,24.28,collecting,1,1
163.35,59.781,60.0,25.02,collecting,1,1
163.4,59.985,60.0,23.58,collecting,1,1
163.45,59.855,60.0,24.51,collecting,1,1
163.5,59.735,60.0,25.33,collecting,1,1
163.55,59.927,60.0,23.94,collecting,1,1
163.6,60.242,60.0,21.8,collecting,1,1
163.65,59.615,60.0,26.26,collecting,1,1
163.7,59.821,60.0,24.72,collecting,1,1
163.75,59.893,60.0,24.2,collecting,1,1
163.8,59.898,60.0,24.18,collecting,1,1
163.85,59.811,60.0,24.79,collecting,1,1
163.9,59.61,60.0,26.15,collecting,1,1
163.95,59.907,60.0,24.0,collecting,1,1
164.0,59.719,60.0,25.33,collecting,1,1
164.05,59.47,60.0,27.0,collecting,1,1
164.1,59.827,60.0,24.41,collecting,1,1
164.15,59.584,60.0,26.1,collecting,1,1
164.2,60.076,60.0,22.65,collecting,1,1
164.25,59.547,60.0,26.41,collecting,1,1
164.3,59.616,60.0,25.84,collecting,1,1
164.35,59.51,60.0,26.52,collecting,1,1
164.4,59.802,60.0,24.43,collecting,1,1
164.45,59.694,60.0,25.21,collecting,1,1
164.5,59.558,60.0,26.14,collecting,1,1
164.55,59.545,60.0,26.17,collecting,1,1
164.6,59.494,60.0,26.47,collecting,1,1
164.65,59.501,60.0,26.36,collecting,1,1
164.7,59.561,60.0,25.9,collecting,1,1
164.75,59.648,60.0,25.28,collecting,1,1
164.8,59.547,60.0,26.0,collecting,1,1
164.85,59.595,60.0,25.65,collecting,1,1
164.9,59.798,60.0,24.25,collecting,1,1
164.95,59.33,60.0,27.55,collecting,1,1
165.0,59.438,60.0,26.69,collecting,1,1
165.05,59.684,60.0,24.95,collecting,1,1
165.1,59.342,60.0,27.36,collecting,1,1
165.15,59.631,60.0,25.28,collecting,1,1
165.2,59.327,60.0,27.41,collecting,1,1
165.25,59.649,60.0,25.12,collecting,1,1
165.3,59.5,60.0,26.19,collecting,1,1
165.35,59.48,60.0,26.32,collecting,1,1
165.4,59.469,60.0,26.39,collecting,1,1
165.45,59.563,60.0,25.73,collecting,1,1
165.5,59.447,60.0,26.54,collecting,1,1
165.55,59.419,60.0,26.72,collecting,1,1
165.6,59.517,60.0,26.01,collecting,1,1
165.65,59.659,60.0,25.06,collecting,1,1
165.7,59.598,60.0,25.54,collecting,1,1
165.75,59.322,60.0,27.48,collecting,1,1
165.8,59.313,60.0,27.47,collecting,1,1
165.85,59.287,60.0,27.58,collecting,1,1
165.9,59.16,60.0,28.39,collecting,1,1
165.95,59.403,60.0,26.62,collecting,1,1
166.0,59.483,60.0,26.07,collecting,1,1
166.05,59.315,60.0,27.27,collecting,1,1
166.1,59.367,60.0,26.89,collecting,1,1
166.15,59.205,60.0,28.0,collecting,1,1
166.2,59.176,60.0,28.13,collecting,1,1
166.25,59.427,60.0,26.34,collecting,1,1
166.3,59.505,60.0,25.85,collecting,1,1
166.35,59.239,60.0,27.75,collecting,1,1
166.4,59.179,60.0,28.13,collecting,1,1
166.45,58.94,60.0,29.71,collecting,1,1
166.5,59.289,60.0,27.17,collecting,1,1
166.55,59.206,60.0,27.77,collecting,1,1
166.6,59.009,60.0,29.11,collecting,1,1
166.65,59.173,60.0,27.89,collecting,1,1
166.7,59.203,60.0,27.68,collecting,1,1
166.75,59.282,60.0,27.14,collecting,1,1
166.8,59.286,60.0,27.16,collecting,1,1
166.85,59.063,60.0,28.73,collecting,1,1
166.9,59.354,60.0,26.68,collecting,1,1
166.95,58.981,60.0,29.31,collecting,1,1
167.0,59.089,60.0,28.49,collecting,1,1
167.05,58.986,60.0,29.17,collecting,1,1
167.1,59.251,60.0,27.29,collecting,1,1
167.15,59.193,60.0,27.74,collecting,1,1
167.2,59.269,60.0,27.25,collecting,1,1
167.25,59.448,60.0,26.07,collecting,1,1
167.3,59.207,60.0,27.84,collecting,1,1
167.35,59.432,60.0,26.3,collecting,1,1
167.4,59.071,60.0,28.88,collecting,1,1
167.45,59.043,60.0,29.03,collecting,1,1
167.5,59.0,60.0,29.26,collecting,1,1
167.55,59.215,60.0,27.72,collecting,1,1
167.6,59.143,60.0,28.25,collecting,1,1
167.65,58.773,60.0,30.8,collecting,1,1
167.7,58.906,60.0,29.75,collecting,1,1
167.75,59.068,60.0,28.57,collecting,1,1
167.8,59.235,60.0,27.44,collecting,1,1
167.85,59.214,60.0,27.66,collecting,1,1
167.9,59.007,60.0,29.14,collecting,1,1
167.95,58.737,60.0,30.97,collecting,1,1
168.0,59.143,60.0,28.06,collecting,1,1
168.05,58.709,60.0,31.09,collecting,1,1
168.1,58.701,60.0,31.03,collecting,1,1
168.15,59.181,60.0,27.63,collecting,1,1
168.2,59.015,60.0,28.87,collecting,1,1
168.25,59.228,60.0,27.43,collecting,1,1
168.3,58.543,60.0,32.25,collecting,1,1
168.35,59.203,60.0,27.54,collecting,1,1
168.4,59.173,60.0,27.86,collecting,1,1
168.45,58.682,60.0,31.32,collecting,1,1
168.5,58.838,60.0,30.14,collecting,1,1
168.55,58.769,60.0,30.58,collecting,1,1
168.6,59.03,60.0,28.73,collecting,1,1
168.65,58.939,60.0,29.42,collecting,1,1
168.7,58.827,60.0,30.21,collecting,1,1
168.75,58.854,60.0,30.0,collecting,1,1
168.8,58.976,60.0,29.15,collecting,1,1
168.85,58.805,60.0,30.38,collecting,1,1
168.9,58.635,60.0,31.52,collecting,1,1
168.95,58.723,60.0,30.84,collecting,1,1
169.0,58.846,60.0,29.96,collecting,1,1
169.05,59.024,60.0,28.75,collecting,1,1
169.1,58.777,60.0,30.54,collecting,1,1
169.15,58.868,60.0,29.9,collecting,1,1
169.2,58.917,60.0,29.59,collecting,1,1
169.25,58.682,60.0,31.25,collecting,1,1
169.3,58.666,60.0,31.31,collecting,1,1
169.35,59.035,60.0,28.73,collecting,1,1
169.4,58.866,60.0,30.0,collecting,1,1
169.45,58.832,60.0,30.27,collecting,1,1
169.5,58.862,60.0,30.08,collecting,1,1
169.55,59.07,60.0,28.67,collecting,1,1
169.6,58.843,60.0,30.34,collecting,1,1
169.65,59.05,60.0,28.92,collecting,1,1
169.7,58.878,60.0,30.2,collecting,1,1
169.75,59.067,60.0,28.92,collecting,1,1
169.8,59.193,60.0,28.13,collecting,1,1
169.85,58.857,60.0,30.57,collecting,1,1
169.9,59.114,60.0,28.79,collecting,1,1
169.95,58.912,60.0,30.26,collecting,1,1
170.0,58.71,60.0,31.65,collecting,1,1
170.05,59.011,60.0,29.5,collecting,1,1
170.1,58.98,60.0,29.77,collecting,1,1
170.15,59.093,60.0,29.03,collecting,1,1
170.2,58.816,60.0,31.01,collecting,1,1
170.25,58.947,60.0,30.07,collecting,1,1
170.3,58.659,60.0,32.08,collecting,1,1
170.35,59.083,60.0,29.07,collecting,1,1
170.4,58.951,60.0,30.07,collecting,1,1
170.45,59.209,60.0,28.33,collecting,1,1
170.5,58.973,60.0,30.08,collecting,1,1
170.55,59.218,60.0,28.41,collecting,1,1
170.6,59.084,60.0,29.45,collecting,1,1
170.65,58.94,60.0,30.49,collecting,1,1
170.7,59.027,60.0,29.89,collecting,1,1
170.75,59.04,60.0,29.82,collecting,1,1
170.8,59.067,60.0,29.67,collecting,1,1
170.85,58.97,60.0,30.38,collecting,1,1
170.9,59.183,60.0,28.91,collecting,1,1
170.95,58.886,60.0,31.04,collecting,1,1
171.0,58.962,60.0,30.47,collecting,1,1
171.05,59.024,60.0,30.05,collecting,1,1
171.1,59.155,60.0,29.17,collecting,1,1
171.15,59.169,60.0,29.15,collecting,1,1
171.2,59.381,60.0,27.76,collecting,1,1
171.25,59.236,60.0,28.91,collecting,1,1
171.3,58.878,60.0,31.45,collecting,1,1
171.35,58.927,60.0,31.03,collecting,1,1
171.4,58.859,60.0,31.46,collecting,1,1
171.45,59.099,60.0,29.75,collecting,1,1
171.5,58.922,60.0,31.01,collecting,1,1
171.55,59.023,60.0,30.29,collecting,1,1
171.6,59.077,60.0,29.94,collecting,1,1
171.65,59.05,60.0,30.16,collecting,1,1
171.7,59.066,60.0,30.08,collecting,1,1
171.75,59.351,60.0,28.15,collecting,1,1
171.8,58.914,60.0,31.29,collecting,1,1
171.85,58.939,60.0,31.07,collecting,1,1
171.9,59.098,60.0,29.95,collecting,1,1
171.95,58.919,60.0,31.23,collecting,1,1
172.0,59.02,60.0,30.5,collecting,1,1
172.05,59.246,60.0,28.96,collecting,1,1
172.1,59.173,60.0,29.57,collecting,1,1
172.15,59.111,60.0,30.06,collecting,1,1
172.2,58.979,60.0,30.99,collecting,1,1
172.25,59.094,60.0,30.18,collecting,1,1
172.3,59.345,60.0,28.48,collecting,1,1
172.35,59.055,60.0,30.6,collecting,1,1
172.4,58.934,60.0,31.43,collecting,1,1
172.45,59.38,60.0,28.32,collecting,1,1
172.5,58.987,60.0,31.15,collecting,1,1
172.55,59.415,60.0,28.18,collecting,1,1
172.6,59.27,60.0,29.31,collecting,1,1
172.65,59.546,60.0,27.48,collecting,1,1
172.7,59.238,60.0,29.77,collecting,1,1
172.75,59.195,60.0,30.08,collecting,1,1
172.8,59.271,60.0,29.56,collecting,1,1
172.85,59.569,60.0,27.55,collecting,1,1
172.9,59.397,60.0,28.89,collecting,1,1
172.95,59.342,60.0,29.32,collecting,1,1
173.0,59.651,60.0,27.23,collecting,1,1
173.05,59.535,60.0,28.18,collecting,1,1
173.1,59.273,60.0,30.07,collecting,1,1
173.15,59.616,60.0,27.68,collecting,1,1
173.2,59.493,60.0,28.64,collecting,1,1
173.25,59.556,60.0,28.26,collecting,1,1
173.3,59.511,60.0,28.63,collecting,1,1
173.35,59.358,60.0,29.73,collecting,1,1
173.4,59.186,60.0,30.89,collecting,1,1
173.45,59.339,60.0,29.75,collecting,1,1
173.5,59.596,60.0,27.97,collecting,1,1
173.55,59.664,60.0,27.6,collecting,1,1
173.6,59.51,60.0,28.76,collecting,1,1
173.65,59.681,60.0,27.62,collecting,1,1
173.7,59.449,60.0,29.32,collecting,1,1
173.75,59.654,60.0,27.9,collecting,1,1
173.8,59.704,60.0,27.63,collecting,1,1
173.85,59.598,60.0,28.45,collecting,1,1
173.9,59.534,60.0,28.91,collecting,1,1
173.95,59.552,60.0,28.8,collecting,1,1
174.0,59.78,60.0,27.24,collecting,1,1
174.05,59.755,60.0,27.51,collecting,1,1
174.1,59.685,60.0,28.07,collecting,1,1
174.15,59.552,60.0,29.03,collecting,1,1
174.2,59.538,60.0,29.11,collecting,1,1
174.25,59.452,60.0,29.67,collecting,1,1
174.3,59.723,60.0,27.77,collecting,1,1
174.35,59.518,60.0,29.24,collecting,1,1
174.4,59.94,60.0,26.32,collecting,1,1
174.45,59.818,60.0,27.3,collecting,1,1
174.5,59.863,60.0,27.07,collecting,1,1
174.55,59.813,60.0,27.49,collecting,1,1
174.6,59.77,60.0,27.85,collecting,1,1
174.65,59.94,60.0,26.71,collecting,1,1
174.7,59.798,60.0,27.78,collecting,1,1
174.75,59.657,60.0,28.77,collecting,1,1
174.8,59.829,60.0,27.55,collecting,1,1
174.85,59.815,60.0,27.69,collecting,1,1
174.9,59.775,60.0,27.99,collecting,1,1
174.95,59.71,60.0,28.45,collecting,1,1
175.0,59.881,60.0,27.26,collecting,1,1
175.05,60.014,60.0,26.39,collecting,1,1
175.1,59.887,60.0,27.36,collecting,1,1
175.15,59.704,60.0,28.66,collecting,1,1
175.2,60.103,60.0,25.87,collecting,1,1
175.25,59.879,60.0,27.53,collecting,1,1
175.3,59.875,60.0,27.57,collecting,1,1
175.35,60.009,60.0,26.67,collecting,1,1
175.4,59.974,60.0,26.97,collecting,1,1
175.45,60.13,60.0,25.94,collecting,1,1
175.5,59.93,60.0,27.41,collecting,1,1
175.55,60.047,60.0,26.6,collecting,1,1
175.6,59.884,60.0,27.78,collecting,1,1
175.65,59.98,60.0,27.1,collecting,1,1
175.7,60.134,60.0,26.06,collecting,1,1
175.75,59.933,60.0,27.51,collecting,1,1
175.8,59.775,60.0,28.58,collecting,1,1
175.85,60.162,60.0,25.86,collecting,1,1
175.9,60.21,60.0,25.61,collecting,1,1
175.95,60.064,60.0,26.71,collecting,1,1
176.0,60.156,60.0,26.1,collecting,1,1
176.05,60.395,60.0,24.52,collecting,1,1
176.1,60.184,60.0,26.11,collecting,1,1
176.15,60.132,60.0,26.49,collecting,1,1
176.2,60.419,60.0,24.53,collecting,1,1
176.25,59.928,60.0,28.04,collecting,1,1
176.3,60.405,60.0,24.67,collecting,1,1
176.35,60.003,60.0,27.54,collecting,1,1
176.4,60.338,60.0,25.17,collecting,1,1
176.45,60.523,60.0,23.98,collecting,1,1
176.5,60.378,60.0,25.11,collecting,1,1
176.55,60.381,60.0,25.15,collecting,1,1
176.6,60.274,60.0,25.93,collecting,1,1
176.65,60.253,60.0,26.08,collecting,1,1
176.7,60.335,60.0,25.51,collecting,1,1
176.75,60.475,60.0,24.56,collecting,1,1
176.8,60.491,60.0,24.53,collecting,1,1
176.85,60.307,60.0,25.86,collecting,1,1
176.9,60.355,60.0,25.52,collecting,1,1
176.95,60.305,60.0,25.87,collecting,1,1
177.0,60.378,60.0,25.35,collecting,1,1
177.05,60.578,60.0,23.99,collecting,1,1
177.1,60.125,60.0,27.19,collecting,1,1
177.15,60.401,60.0,25.19,collecting,1,1
177.2,60.536,60.0,24.29,collecting,1,1
177.25,60.57,60.0,24.12,collecting,1,1
177.3,60.61,60.0,23.91,collecting,1,1
177.35,60.42,60.0,25.29,collecting,1,1
177.4,60.254,60.0,26.42,collecting,1,1
177.45,60.425,60.0,25.17,collecting,1,1
177.5,60.452,60.0,24.98,collecting,1,1
177.55,60.626,60.0,23.8,collecting,1,1
177.6,60.365,60.0,25.67,collecting,1,1
177.65,60.499,60.0,24.7,collecting,1,1
177.7,60.871,60.0,22.16,collecting,1,1
177.75,60.526,60.0,24.69,collecting,1,1
177.8,60.463,60.0,25.13,collecting,1,1
177.85,60.404,60.0,25.51,collecting,1,1
177.9,60.555,60.0,24.42,collecting,1,1
177.95,60.393,60.0,25.55,collecting,1,1
178.0,60.99,60.0,21.4,collecting,1,1
178.05,60.484,60.0,25.07,collecting,1,1
178.1,60.691,60.0,23.6,collecting,1,1
178.15,60.486,60.0,25.06,collecting,1,1
178.2,60.395,60.0,25.64,collecting,1,1
178.25,60.71,60.0,23.4,collecting,1,1
178.3,60.591,60.0,24.28,collecting,1,1
178.35,60.577,60.0,24.38,collecting,1,1
178.4,60.588,60.0,24.3,collecting,1,1
178.45,60.463,60.0,25.15,collecting,1,1
178.5,60.86,60.0,22.37,collecting,1,1
178.55,60.643,60.0,23.98,collecting,1,1
178.6,60.924,60.0,22.05,collecting,1,1
178.65,60.646,60.0,24.07,collecting,1,1
178.7,60.672,60.0,23.88,collecting,1,1
178.75,60.55,60.0,24.72,collecting,1,1
178.8,61.119,60.0,20.75,collecting,1,1
178.85,60.903,60.0,22.41,collecting,1,1
178.9,60.807,60.0,23.13,collecting,1,1
178.95,60.773,60.0,23.38,collecting,1,1
179.0,61.0,60.0,21.81,collecting,1,1
179.05,60.908,60.0,22.53,collecting,1,1
179.1,60.802,60.0,23.29,collecting,1,1
179.15,60.704,60.0,23.95,collecting,1,1
179.2,60.722,60.0,23.77,collecting,1,1
179.25,60.99,60.0,21.89,collecting,1,1
179.3,60.993,60.0,21.93,collecting,1,1
179.35,60.904,60.0,22.6,collecting,1,1
179.4,60.734,60.0,23.78,collecting,1,1
179.45,60.781,60.0,23.4,collecting,1,1
179.5,61.052,60.0,21.49,collecting,1,1
179.55,61.139,60.0,20.97,collecting,1,1
179.6,60.776,60.0,23.56,collecting,1,1
179.65,61.075,60.0,21.44,collecting,1,1
179.7,60.825,60.0,23.22,collecting,1,1
179.75,61.142,60.0,20.99,collecting,1,1
179.8,60.982,60.0,22.17,collecting,1,1
179.85,61.012,60.0,21.96,collecting,1,1
179.9,61.254,60.0,20.31,collecting,1,1
179.95,60.632,60.0,24.68,collecting,1,1
180.0,61.026,60.0,21.81,collecting,1,1
180.05,60.846,60.0,23.06,collecting,1,1
180.1,61.005,60.0,21.91,collecting,1,1
180.15,61.048,60.0,21.63,collecting,1,1
180.2,61.106,60.0,21.24,collecting,1,1
180.25,60.88,60.0,22.84,collecting,1,1
180.3,61.059,60.0,21.55,collecting,1,1
180.35,60.831,60.0,23.13,collecting,1,1
180.4,60.944,60.0,22.27,collecting,1,1
180.45,60.779,60.0,23.39,collecting,1,1
180.5,60.931,60.0,22.26,collecting,1,1
180.55,61.14,60.0,20.79,collecting,1,1
180.6,60.875,60.0,22.68,collecting,1,1
180.65,60.868,60.0,22.68,collecting,1,1
180.7,60.919,60.0,22.28,collecting,1,1
180.75,60.924,60.0,22.22,collecting,1,1
180.8,60.769,60.0,23.26,collecting,1,1
180.85,61.2,60.0,20.21,collecting,1,1
180.9,61.07,60.0,21.2,collecting,1,1
180.95,61.008,60.0,21.66,collecting,1,1
181.0,61.062,60.0,21.28,collecting,1,1
181.05,60.904,60.0,22.38,collecting,1,1
181.1,60.785,60.0,23.14,collecting,1,1
181.15,60.856,60.0,22.56,collecting,1,1
181.2,61.08,60.0,20.97,collecting,1,1
181.25,60.932,60.0,22.03,collecting,1,1
181.3,61.026,60.0,21.35,collecting,1,1
181.35,60.998,60.0,21.55,collecting,1,1
181.4,60.687,60.0,23.69,collecting,1,1
181.45,61.019,60.0,21.28,collecting,1,1
181.5,60.85,60.0,22.45,collecting,1,1
181.55,60.9,60.0,22.06,collecting,1,1
181.6,60.902,60.0,22.02,collecting,1,1
181.65,61.101,60.0,20.62,collecting,1,1
181.7,60.934,60.0,21.82,collecting,1,1
181.75,61.132,60.0,20.43,collecting,1,1
181.8,60.995,60.0,21.43,collecting,1,1
181.85,61.096,60.0,20.72,collecting,1,1
181.9,61.034,60.0,21.18,collecting,1,1
181.95,60.896,60.0,22.12,collecting,1,1
182.0,61.052,60.0,20.99,collecting,1,1
182.05,60.742,60.0,23.13,collecting,1,1
182.1,60.744,60.0,23.0,collecting,1,1
182.15,60.915,60.0,21.72,collecting,1,1
182.2,60.992,60.0,21.17,collecting,1,1
182.25,60.762,60.0,22.76,collecting,1,1
182.3,60.872,60.0,21.92,collecting,1,1
182.35,61.258,60.0,19.23,collecting,1,1
182.4,61.025,60.0,20.95,collecting,1,1
182.45,60.963,60.0,21.38,collecting,1,1
182.5,61.338,60.0,18.78,collecting,1,1
182.55,61.287,60.0,19.26,collecting,1,1
182.6,61.16,60.0,20.22,collecting,1,1
