t_s,pressure_kpa,setpoint_kpa,valve_pct,phase,diverter,in_band
182.65,60.801,60.0,22.7,collecting,1,1
182.7,60.915,60.0,21.8,collecting,1,1
182.75,60.858,60.0,22.12,collecting,1,1
182.8,60.93,60.0,21.54,collecting,1,1
182.85,60.961,60.0,21.28,collecting,1,1
182.9,61.115,60.0,20.2,collecting,1,1
182.95,60.799,60.0,22.4,collecting,1,1
183.0,61.221,60.0,19.4,collecting,1,1
183.05,60.794,60.0,22.42,collecting,1,1
183.1,60.747,60.0,22.64,collecting,1,1
183.15,61.075,60.0,20.28,collecting,1,1
183.2,61.109,60.0,20.08,collecting,1,1
183.25,60.974,60.0,21.04,collecting,1,1
183.3,60.758,60.0,22.5,collecting,1,1
183.35,60.854,60.0,21.73,collecting,1,1
183.4,61.138,60.0,19.72,collecting,1,1
183.45,61.107,60.0,20.0,collecting,1,1
183.5,60.824,60.0,21.98,collecting,1,1
183.55,60.751,60.0,22.4,collecting,1,1
183.6,60.807,60.0,21.91,collecting,1,1
183.65,61.013,60.0,20.43,collecting,1,1
183.7,61.067,60.0,20.08,collecting,1,1
183.75,60.814,60.0,21.85,collecting,1,1
183.8,60.673,60.0,22.75,collecting,1,1
183.85,60.927,60.0,20.88,collecting,1,1
183.9,60.836,60.0,21.51,collecting,1,1
183.95,60.926,60.0,20.85,collecting,1,1
184.0,60.629,60.0,22.89,collecting,1,1
184.05,60.928,60.0,20.71,collecting,1,1
184.1,60.685,60.0,22.39,collecting,1,1
184.15,60.653,60.0,22.52,collecting,1,1
184.2,60.876,60.0,20.9,collecting,1,1
184.25,61.136,60.0,19.12,collecting,1,1
184.3,60.563,60.0,23.16,collecting,1,1
184.35,60.382,60.0,24.27,collecting,1,1
184.4,60.799,60.0,21.22,collecting,1,1
184.45,60.992,60.0,19.89,collecting,1,1
184.5,60.727,60.0,21.79,collecting,1,1
184.55,60.668,60.0,22.15,collecting,1,1
184.6,60.787,60.0,21.27,collecting,1,1
184.65,60.81,60.0,21.1,collecting,1,1
184.7,60.699,60.0,21.86,collecting,1,1
184.75,60.559,60.0,22.78,collecting,1,1
184.8,60.593,60.0,22.45,collecting,1,1
184.85,60.763,60.0,21.21,collecting,1,1
184.9,60.575,60.0,22.5,collecting,1,1
184.95,60.654,60.0,21.89,collecting,1,1
185.0,60.553,60.0,22.55,collecting,1,1
185.05,60.586,60.0,22.25,collecting,1,1
185.1,60.689,60.0,21.5,collecting,1,1
185.15,60.672,60.0,21.61,collecting,1,1
185.2,60.542,60.0,22.5,collecting,1,1
185.25,60.392,60.0,23.46,collecting,1,1
185.3,60.765,60.0,20.79,collecting,1,1
185.35,60.442,60.0,23.06,collecting,1,1
185.4,60.618,60.0,21.76,collecting,1,1
185.45,60.52,60.0,22.43,collecting,1,1
185.5,60.513,60.0,22.43,collecting,1,1
185.55,60.298,60.0,23.86,collecting,1,1
185.6,60.467,60.0,22.58,collecting,1,1
185.65,60.352,60.0,23.32,collecting,1,1
185.7,60.595,60.0,21.57,collecting,1,1
185.75,60.346,60.0,23.31,collecting,1,1
185.8,60.363,60.0,23.11,collecting,1,1
185.85,60.574,60.0,21.6,collecting,1,1
185.9,60.697,60.0,20.79,collecting,1,1
185.95,60.406,60.0,22.86,collecting,1,1
186.0,60.454,60.0,22.48,collecting,1,1
186.05,60.65,60.0,21.1,collecting,1,1
186.1,60.727,60.0,20.62,collecting,1,1
186.15,60.318,60.0,23.5,collecting,1,1
186.2,60.56,60.0,21.74,collecting,1,1
186.25,60.741,60.0,20.5,collecting,1,1
186.3,60.238,60.0,24.04,collecting,1,1
186.35,60.491,60.0,22.16,collecting,1,1
186.4,60.673,60.0,20.89,collecting,1,1
186.45,60.323,60.0,23.35,collecting,1,1
186.5,60.531,60.0,21.83,collecting,1,1
186.55,60.419,60.0,22.6,collecting,1,1
186.6,60.261,60.0,23.65,collecting,1,1
186.65,60.484,60.0,22.02,collecting,1,1
186.7,60.017,60.0,25.23,collecting,1,1
186.75,60.117,60.0,24.36,collecting,1,1
186.8,60.272,60.0,23.17,collecting,1,1
186.85,60.419,60.0,22.12,collecting,1,1
186.9,60.425,60.0,22.1,collecting,1,1
186.95,60.135,60.0,24.11,collecting,1,1
187.0,60.389,60.0,22.27,collecting,1,1
187.05,60.409,60.0,22.15,collecting,1,1
187.1,60.232,60.0,23.39,collecting,1,1
187.15,60.066,60.0,24.47,collecting,1,1
187.2,60.163,60.0,23.69,collecting,1,1
187.25,59.933,60.0,25.22,collecting,1,1
187.3,60.308,60.0,22.5,collecting,1,1
187.35,59.831,60.0,25.81,collecting,1,1
187.4,59.958,60.0,24.77,collecting,1,1
187.45,60.136,60.0,23.46,collecting,1,1
187.5,60.175,60.0,23.18,collecting,1,1
187.55,60.256,60.0,22.63,collecting,1,1
187.6,60.067,60.0,23.97,collecting,1,1
187.65,60.389,60.0,21.71,collecting,1,1
187.7,59.782,60.0,25.98,collecting,1,1
187.75,59.949,60.0,24.67,collecting,1,1
187.8,60.066,60.0,23.79,collecting,1,1
187.85,59.826,60.0,25.43,collecting,1,1
187.9,59.935,60.0,24.57,collecting,1,1
187.95,59.866,60.0,25.0,collecting,1,1
188.0,59.973,60.0,24.19,collecting,1,1
188.05,60.146,60.0,22.99,collecting,1,1
188.1,60.227,60.0,22.48,collecting,1,1
188.15,59.977,60.0,24.28,collecting,1,1
188.2,59.912,60.0,24.69,collecting,1,1
188.25,60.237,60.0,22.4,collecting,1,1
188.3,59.837,60.0,25.23,collecting,1,1
188.35,59.868,60.0,24.93,collecting,1,1
188.4,60.047,60.0,23.64,collecting,1,1
188.45,59.875,60.0,24.84,collecting,1,1
188.5,59.862,60.0,24.88,collecting,1,1
188.55,59.775,60.0,25.42,collecting,1,1
188.6,59.993,60.0,23.85,collecting,1,1
188.65,59.829,60.0,25.0,collecting,1,1
188.7,59.521,60.0,27.07,collecting,1,1
188.75,60.043,60.0,23.33,collecting,1,1
188.8,59.774,60.0,25.24,collecting,1,1
188.85,59.998,60.0,23.65,collecting,1,1
188.9,60.033,60.0,23.46,collecting,1,1
188.95,60.067,60.0,23.28,collecting,1,1
189.0,59.912,60.0,24.41,collecting,1,1
189.05,59.904,60.0,24.45,collecting,1,1
189.1,59.893,60.0,24.52,collecting,1,1
189.15,59.826,60.0,24.97,collecting,1,1
189.2,59.811,60.0,25.03,collecting,1,1
189.25,60.029,60.0,23.5,collecting,1,1
189.3,59.762,60.0,25.39,collecting,1,1
189.35,59.834,60.0,24.83,collecting,1,1
189.4,59.756,60.0,25.35,collecting,1,1
189.45,59.784,60.0,25.11,collecting,1,1
189.5,59.789,60.0,25.05,collecting,1,1
189.55,59.659,60.0,25.92,collecting,1,1
189.6,59.693,60.0,25.61,collecting,1,1
189.65,59.461,60.0,27.17,collecting,1,1
189.7,59.685,60.0,25.5,collecting,1,1
189.75,59.565,60.0,26.3,collecting,1,1
189.8,59.835,60.0,24.38,collecting,1,1
189.85,59.91,60.0,23.91,collecting,1,1
189.9,59.832,60.0,24.53,collecting,1,1
189.95,59.734,60.0,25.24,collecting,1,1
190.0,59.306,60.0,28.17,collecting,1,1
190.05,59.586,60.0,26.07,collecting,1,1
190.1,59.543,60.0,26.33,collecting,1,1
190.15,59.787,60.0,24.6,collecting,1,1
190.2,59.752,60.0,24.89,collecting,1,1
190.25,59.511,60.0,26.59,collecting,1,1
190.3,59.931,60.0,23.63,collecting,1,1
190.35,59.466,60.0,26.94,collecting,1,1
190.4,59.702,60.0,25.24,collecting,1,1
190.45,59.359,60.0,27.61,collecting,1,1
190.5,59.744,60.0,24.85,collecting,1,1
190.55,59.768,60.0,24.73,collecting,1,1
190.6,59.626,60.0,25.76,collecting,1,1
190.65,59.479,60.0,26.77,collecting,1,1
190.7,59.453,60.0,26.89,collecting,1,1
190.75,59.245,60.0,28.25,collecting,1,1
190.8,59.54,60.0,26.09,collecting,1,1
190.85,59.57,60.0,25.89,collecting,1,1
190.9,59.216,60.0,28.34,collecting,1,1
190.95,59.395,60.0,26.99,collecting,1,1
191.0,59.416,60.0,26.81,collecting,1,1
191.05,59.305,60.0,27.55,collecting,1,1
191.1,59.485,60.0,26.26,collecting,1,1
191.15,59.245,60.0,27.93,collecting,1,1
191.2,59.259,60.0,27.76,collecting,1,1
191.25,59.496,60.0,26.08,collecting,1,1
191.3,59.397,60.0,26.81,collecting,1,1
191.35,59.492,60.0,26.15,collecting,1,1
191.4,59.395,60.0,26.86,collecting,1,1
191.45,59.316,60.0,27.41,collecting,1,1
191.5,59.289,60.0,27.57,collecting,1,1
191.55,59.318,60.0,27.33,collecting,1,1
191.6,59.21,60.0,28.06,collecting,1,1
191.65,59.126,60.0,28.58,collecting,1,1
191.7,59.374,60.0,26.8,collecting,1,1
191.75,59.263,60.0,27.6,collecting,1,1
191.8,59.636,60.0,25.02,collecting,1,1
191.85,59.653,60.0,25.04,collecting,1,1
191.9,59.216,60.0,28.17,collecting,1,1
191.95,59.233,60.0,27.99,collecting,1,1
192.0,59.184,60.0,28.28,collecting,1,1
192.05,59.297,60.0,27.45,collecting,1,1
192.1,59.35,60.0,27.09,collecting,1,1
192.15,59.271,60.0,27.65,collecting,1,1
192.2,59.146,60.0,28.5,collecting,1,1
192.25,59.022,60.0,29.3,collecting,1,1
192.3,59.184,60.0,28.09,collecting,1,1
192.35,59.326,60.0,27.1,collecting,1,1
192.4,59.323,60.0,27.17,collecting,1,1
192.45,59.155,60.0,28.36,collecting,1,1
192.5,59.061,60.0,28.98,collecting,1,1
192.55,59.024,60.0,29.18,collecting,1,1
192.6,59.153,60.0,28.23,collecting,1,1
192.65,58.934,60.0,29.73,collecting,1,1
192.7,58.997,60.0,29.22,collecting,1,1
192.75,58.945,60.0,29.53,collecting,1,1
192.8,59.082,60.0,28.53,collecting,1,1
192.85,59.184,60.0,27.84,collecting,1,1
192.9,58.718,60.0,31.1,collecting,1,1
192.95,59.158,60.0,27.93,collecting,1,1
193.0,59.108,60.0,28.34,collecting,1,1
193.05,59.013,60.0,29.02,collecting,1,1
193.1,58.603,60.0,31.84,collecting,1,1
193.15,59.069,60.0,28.47,collecting,1,1
193.2,59.37,60.0,26.44,collecting,1,1
193.25,59.472,60.0,25.9,collecting,1,1
193.3,58.879,60.0,30.16,collecting,1,1
193.35,59.224,60.0,27.71,collecting,1,1
193.4,59.225,60.0,27.77,collecting,1,1
193.45,58.99,60.0,29.45,collecting,1,1
193.5,59.119,60.0,28.53,collecting,1,1
193.55,59.056,60.0,28.99,collecting,1,1
193.6,59.123,60.0,28.53,collecting,1,1
193.65,58.993,60.0,29.45,collecting,1,1
193.7,58.989,60.0,29.45,collecting,1,1
193.75,59.209,60.0,27.92,collecting,1,1
193.8,58.912,60.0,30.03,collecting,1,1
193.85,59.153,60.0,28.33,collecting,1,1
193.9,58.97,60.0,29.64,collecting,1,1
193.95,59.119,60.0,28.59,collecting,1,1
194.0,58.833,60.0,30.59,collecting,1,1
194.05,59.041,60.0,29.09,collecting,1,1
194.1,59.05,60.0,29.05,collecting,1,1
194.15,58.93,60.0,29.9,collecting,1,1
194.2,58.867,60.0,30.31,collecting,1,1
194.25,58.888,60.0,30.12,collecting,1,1
194.3,58.845,60.0,30.39,collecting,1,1
194.35,59.015,60.0,29.19,collecting,1,1
194.4,58.81,60.0,30.64,collecting,1,1
194.45,58.987,60.0,29.38,collecting,1,1
194.5,58.918,60.0,29.89,collecting,1,1
194.55,58.863,60.0,30.28,collecting,1,1
194.6,58.729,60.0,31.19,collecting,1,1
194.65,58.821,60.0,30.49,collecting,1,1
194.7,59.126,60.0,28.39,collecting,1,1
194.75,58.769,60.0,30.95,collecting,1,1
194.8,59.165,60.0,28.18,collecting,1,1
194.85,58.848,60.0,30.49,collecting,1,1
194.9,58.687,60.0,31.58,collecting,1,1
194.95,58.828,60.0,30.54,collecting,1,1
195.0,59.116,60.0,28.56,collecting,1,1
195.05,59.125,60.0,28.61,collecting,1,1
195.1,58.919,60.0,30.12,collecting,1,1
195.15,58.831,60.0,30.74,collecting,1,1
195.2,58.785,60.0,31.04,collecting,1,1
195.25,58.771,60.0,31.1,collecting,1,1
195.3,58.933,60.0,29.95,collecting,1,1
195.35,59.059,60.0,29.13,collecting,1,1
195.4,59.001,60.0,29.61,collecting,1,1
195.45,59.101,60.0,28.98,collecting,1,1
195.5,59.112,60.0,28.99,collecting,1,1
195.55,59.143,60.0,28.86,collecting,1,1
195.6,59.168,60.0,28.77,collecting,1,1
195.65,59.04,60.0,29.74,collecting,1,1
195.7,59.147,60.0,29.03,collecting,1,1
195.75,58.83,60.0,31.27,collecting,1,1
195.8,58.899,60.0,30.74,collecting,1,1
195.85,58.869,60.0,30.91,collecting,1,1
195.9,59.28,60.0,28.06,collecting,1,1
195.95,59.156,60.0,29.05,collecting,1,1
196.0,58.714,60.0,32.16,collecting,1,1
196.05,59.374,60.0,27.51,collecting,1,1
196.1,58.988,60.0,30.33,collecting,1,1
196.15,58.882,60.0,31.06,collecting,1,1
196.2,58.949,60.0,30.56,collecting,1,1
196.25,59.26,60.0,28.41,collecting,1,1
196.3,59.209,60.0,28.88,collecting,1,1
196.35,59.377,60.0,27.81,collecting,1,1
196.4,59.148,60.0,29.52,collecting,1,1
196.45,59.101,60.0,29.88,collecting,1,1
196.5,59.12,60.0,29.76,collecting,1,1
196.55,59.018,60.0,30.48,collecting,1,1
196.6,59.113,60.0,29.81,collecting,1,1
196.65,59.075,60.0,30.09,collecting,1,1
196.7,59.384,60.0,27.97,collecting,1,1
196.75,59.216,60.0,29.26,collecting,1,1
196.8,59.109,60.0,30.04,collecting,1,1
196.85,59.109,60.0,30.04,collecting,1,1
196.9,59.283,60.0,28.85,collecting,1,1
196.95,59.603,60.0,26.72,collecting,1,1
197.0,59.161,60.0,29.94,collecting,1,1
197.05,59.136,60.0,30.11,collecting,1,1
197.1,59.082,60.0,30.47,collecting,1,1
197.15,59.258,60.0,29.23,collecting,1,1
197.2,59.17,60.0,29.87,collecting,1,1
197.25,59.293,60.0,29.03,collecting,1,1
197.3,59.551,60.0,27.32,collecting,1,1
197.35,59.003,60.0,31.23,collecting,1,1
197.4,59.263,60.0,29.36,collecting,1,1
197.45,59.287,60.0,29.23,collecting,1,1
197.5,59.17,60.0,30.07,collecting,1,1
197.55,59.385,60.0,28.58,collecting,1,1
197.6,59.391,60.0,28.62,collecting,1,1
197.65,59.333,60.0,29.09,collecting,1,1
197.7,59.438,60.0,28.41,collecting,1,1
197.75,59.367,60.0,28.97,collecting,1,1
197.8,59.234,60.0,29.93,collecting,1,1
197.85,59.597,60.0,27.42,collecting,1,1
197.9,59.403,60.0,28.88,collecting,1,1
197.95,59.165,60.0,30.55,collecting,1,1
198.0,59.528,60.0,28.0,collecting,1,1
198.05,59.253,60.0,29.98,collecting,1,1
198.1,59.46,60.0,28.53,collecting,1,1
198.15,59.638,60.0,27.37,collecting,1,1
198.2,59.536,60.0,28.19,collecting,1,1
198.25,59.406,60.0,29.15,collecting,1,1
198.3,59.575,60.0,28.0,collecting,1,1
198.35,59.275,60.0,30.13,collecting,1,1
198.4,59.371,60.0,29.42,collecting,1,1
198.45,59.356,60.0,29.52,collecting,1,1
198.5,59.549,60.0,28.18,collecting,1,1
198.55,59.658,60.0,27.5,collecting,1,1
198.6,59.639,60.0,27.74,collecting,1,1
198.65,59.432,60.0,29.24,collecting,1,1
198.7,59.656,60.0,27.69,collecting,1,1
198.75,59.748,60.0,27.14,collecting,1,1
198.8,59.759,60.0,27.17,collecting,1,1
198.85,59.618,60.0,28.24,collecting,1,1
198.9,59.581,60.0,28.52,collecting,1,1
198.95,59.513,60.0,29.0,collecting,1,1
199.0,59.889,60.0,26.4,collecting,1,1
199.05,59.693,60.0,27.88,collecting,1,1
199.1,59.724,60.0,27.7,collecting,1,1
199.15,59.743,60.0,27.62,collecting,1,1
199.2,59.793,60.0,27.32,collecting,1,1
199.25,59.687,60.0,28.11,collecting,1,1
199.3,59.998,60.0,25.99,collecting,1,1
199.35,59.772,60.0,27.68,collecting,1,1
199.4,59.9,60.0,26.82,collecting,1,1
199.45,59.727,60.0,28.08,collecting,1,1
199.5,59.855,60.0,27.19,collecting,1,1
199.55,59.87,60.0,27.13,collecting,1,1
199.6,59.861,60.0,27.25,collecting,1,1
199.65,59.801,60.0,27.69,collecting,1,1
199.7,59.618,60.0,28.96,collecting,1,1
199.75,59.49,60.0,29.77,collecting,1,1
199.8,59.974,60.0,26.35,collecting,1,1
199.85,60.076,60.0,25.74,collecting,1,1
199.9,59.945,60.0,26.77,collecting,1,1
199.95,59.839,60.0,27.56,collecting,1,1
200.0,59.994,60.0,26.5,collecting,1,1
200.05,59.903,60.0,27.19,collecting,1,1
200.1,60.019,60.0,26.42,collecting,1,1
200.15,59.914,60.0,27.2,collecting,1,1
200.2,60.117,60.0,25.82,collecting,1,1
200.25,60.133,60.0,25.8,collecting,1,1
200.3,60.09,60.0,26.18,collecting,1,1
200.35,60.069,60.0,26.38,collecting,1,1
200.4,60.199,60.0,25.53,collecting,1,1
200.45,60.014,60.0,26.88,collecting,1,1
200.5,60.034,60.0,26.74,collecting,1,1
200.55,60.117,60.0,26.18,collecting,1,1
200.6,59.831,60.0,28.18,collecting,1,1
200.65,60.149,60.0,25.92,collecting,1,1
200.7,59.944,60.0,27.39,collecting,1,1
200.75,60.169,60.0,25.81,collecting,1,1
200.8,60.016,60.0,26.92,collecting,1,1
200.85,60.1,60.0,26.34,collecting,1,1
200.9,60.003,60.0,27.03,collecting,1,1
200.95,60.407,60.0,24.24,collecting,1,1
201.0,60.269,60.0,25.33,collecting,1,1
201.05,60.242,60.0,25.58,collecting,1,1
201.1,60.06,60.0,26.88,collecting,1,1
201.15,60.112,60.0,26.49,collecting,1,1
201.2,60.226,60.0,25.7,collecting,1,1
201.25,60.515,60.0,23.75,collecting,1,1
201.3,59.951,60.0,27.78,collecting,1,1
201.35,60.162,60.0,26.22,collecting,1,1
201.4,60.151,60.0,26.3,collecting,1,1
201.45,60.001,60.0,27.33,collecting,1,1
201.5,60.397,60.0,24.54,collecting,1,1
201.55,60.391,60.0,24.68,collecting,1,1
201.6,60.207,60.0,26.03,collecting,1,1
201.65,60.387,60.0,24.79,collecting,1,1
201.7,60.042,60.0,27.23,collecting,1,1
201.75,60.077,60.0,26.91,collecting,1,1
201.8,60.44,60.0,24.36,collecting,1,1
201.85,60.243,60.0,25.81,collecting,1,1
201.9,60.408,60.0,24.68,collecting,1,1
201.95,60.417,60.0,24.68,collecting,1,1
202.0,60.327,60.0,25.36,collecting,1,1
202.05,60.57,60.0,23.71,collecting,1,1
202.1,60.303,60.0,25.65,collecting,1,1
202.15,60.488,60.0,24.36,collecting,1,1
202.2,60.525,60.0,24.17,collecting,1,1
202.25,60.587,60.0,23.8,collecting,1,1
202.3,60.634,60.0,23.56,collecting,1,1
202.35,60.476,60.0,24.73,collecting,1,1
202.4,60.47,60.0,24.78,collecting,1,1
202.45,60.744,60.0,22.9,collecting,1,1
202.5,60.634,60.0,23.75,collecting,1,1
202.55,60.489,60.0,24.8,collecting,1,1
202.6,60.575,60.0,24.19,collecting,1,1
202.65,60.22,60.0,26.65,collecting,1,1
202.7,60.652,60.0,23.55,collecting,1,1
202.75,60.75,60.0,22.94,collecting,1,1
202.8,60.622,60.0,23.91,collecting,1,1
202.85,60.662,60.0,23.66,collecting,1,1
202.9,60.85,60.0,22.4,collecting,1,1
202.95,60.689,60.0,23.61,collecting,1,1
203.0,60.581,60.0,24.37,collecting,1,1
203.05,60.696,60.0,23.55,collecting,1,1
203.1,60.711,60.0,23.47,collecting,1,1
203.15,60.713,60.0,23.48,collecting,1,1
203.2,60.424,60.0,25.48,collecting,1,1
203.25,60.661,60.0,23.75,collecting,1,1
203.3,60.664,60.0,23.73,collecting,1,1
203.35,60.526,60.0,24.69,collecting,1,1
203.4,60.816,60.0,22.65,collecting,1,1
203.45,60.713,60.0,23.42,collecting,1,1
203.5,60.71,60.0,23.45,collecting,1,1
203.55,60.875,60.0,22.33,collecting,1,1
203.6,60.334,60.0,26.12,collecting,1,1
203.65,60.453,60.0,25.15,collecting,1,1
203.7,60.756,60.0,22.98,collecting,1,1
203.75,60.657,60.0,23.7,collecting,1,1
203.8,60.768,60.0,22.93,collecting,1,1
203.85,60.835,60.0,22.51,collecting,1,1
203.9,60.911,60.0,22.05,collecting,1,1
203.95,60.792,60.0,22.94,collecting,1,1
204.0,60.673,60.0,23.77,collecting,1,1
204.05,60.702,60.0,23.54,collecting,1,1
204.1,60.786,60.0,22.94,collecting,1,1
204.15,60.649,60.0,23.89,collecting,1,1
204.2,60.526,60.0,24.7,collecting,1,1
204.25,60.605,60.0,24.07,collecting,1,1
204.3,61.093,60.0,20.67,collecting,1,1
204.35,60.916,60.0,22.03,collecting,1,1
204.4,60.754,60.0,23.2,collecting,1,1
204.45,61.023,60.0,21.33,collecting,1,1
204.5,60.813,60.0,22.87,collecting,1,1
204.55,60.599,60.0,24.32,collecting,1,1
204.6,60.584,60.0,24.34,collecting,1,1
204.65,60.822,60.0,22.61,collecting,1,1
204.7,60.841,60.0,22.49,collecting,1,1
204.75,60.603,60.0,24.15,collecting,1,1
204.8,60.67,60.0,23.61,collecting,1,1
204.85,60.789,60.0,22.75,collecting,1,1
204.9,60.9,60.0,21.99,collecting,1,1
204.95,60.514,60.0,24.69,collecting,1,1
205.0,60.8,60.0,22.61,collecting,1,1
205.05,61.056,60.0,20.87,collecting,1,1
205.1,60.805,60.0,22.7,collecting,1,1
205.15,60.706,60.0,23.38,collecting,1,1
205.2,60.877,60.0,22.15,collecting,1,1
205.25,60.554,60.0,24.4,collecting,1,1
205.3,61.137,60.0,20.28,collecting,1,1
205.35,61.019,60.0,21.22,collecting,1,1
205.4,60.805,60.0,22.76,collecting,1,1
205.45,60.79,60.0,22.83,collecting,1,1
205.5,61.056,60.0,20.97,collecting,1,1
205.55,60.794,60.0,22.84,collecting,1,1
205.6,60.868,60.0,22.29,collecting,1,1
205.65,61.02,60.0,21.23,collecting,1,1
205.7,60.798,60.0,22.8,collecting,1,1
205.75,60.921,60.0,21.91,collecting,1,1
205.8,60.988,60.0,21.46,collecting,1,1
205.85,61.029,60.0,21.2,collecting,1,1
205.9,60.719,60.0,23.37,collecting,1,1
205.95,61.008,60.0,21.29,collecting,1,1
206.0,60.644,60.0,23.82,collecting,1,1
206.05,60.977,60.0,21.42,collecting,1,1
206.1,61.087,60.0,20.68,collecting,1,1
206.15,61.084,60.0,20.77,collecting,1,1
206.2,60.942,60.0,21.79,collecting,1,1
206.25,61.137,60.0,20.44,collecting,1,1
206.3,61.417,60.0,18.57,collecting,1,1
206.35,60.973,60.0,21.78,collecting,1,1
206.4,61.12,60.0,20.73,collecting,1,1
206.45,61.093,60.0,20.93,collecting,1,1
206.5,61.044,60.0,21.27,collecting,1,1
206.55,61.077,60.0,21.03,collecting,1,1
206.6,60.831,60.0,22.71,collecting,1,1
206.65,60.842,60.0,22.53,collecting,1,1
206.7,60.864,60.0,22.28,collecting,1,1
206.75,61.198,60.0,19.92,collecting,1,1
206.8,60.875,60.0,22.21,collecting,1,1
206.85,61.132,60.0,20.37,collecting,1,1
206.9,60.582,60.0,24.19,collecting,1,1
206.95,61.091,60.0,20.5,collecting,1,1
207.0,60.754,60.0,22.85,collecting,1,1
207.05,61.093,60.0,20.42,collecting,1,1
207.1,61.159,60.0,20.01,collecting,1,1
207.15,61.325,60.0,18.92,collecting,1,1
207.2,61.151,60.0,20.23,collecting,1,1
207.25,61.039,60.0,21.03,collecting,1,1
207.3,60.798,60.0,22.66,collecting,1,1
207.35,60.944,60.0,21.54,collecting,1,1
207.4,60.91,60.0,21.72,collecting,1,1
207.45,61.009,60.0,20.99,collecting,1,1
207.5,60.917,60.0,21.61,collecting,1,1
207.55,61.024,60.0,20.82,collecting,1,1
207.6,60.874,60.0,21.85,collecting,1,1
207.65,60.953,60.0,21.24,collecting,1,1
207.7,60.708,60.0,22.9,collecting,1,1
207.75,60.934,60.0,21.22,collecting,1,1
207.8,61.088,60.0,20.15,collecting,1,1
207.85,60.998,60.0,20.8,collecting,1,1
207.9,61.077,60.0,20.27,collecting,1,1
207.95,60.967,60.0,21.05,collecting,1,1
208.0,60.901,60.0,21.47,collecting,1,1
208.05,61.095,60.0,20.09,collecting,1,1
208.1,60.966,60.0,21.01,collecting,1,1
208.15,60.952,60.0,21.08,collecting,1,1
208.2,61.048,60.0,20.39,collecting,1,1
208.25,61.196,60.0,19.38,collecting,1,1
208.3,60.935,60.0,21.23,collecting,1,1
208.35,60.819,60.0,21.98,collecting,1,1
208.4,60.977,60.0,20.8,collecting,1,1
208.45,60.888,60.0,21.39,collecting,1,1
208.5,60.809,60.0,21.88,collecting,1,1
208.55,60.813,60.0,21.77,collecting,1,1
208.6,60.767,60.0,22.02,collecting,1,1
208.65,60.736,60.0,22.16,collecting,1,1
208.7,60.718,60.0,22.2,collecting,1,1
208.75,60.872,60.0,21.06,collecting,1,1
208.8,60.891,60.0,20.91,collecting,1,1
208.85,60.771,60.0,21.74,collecting,1,1
208.9,60.59,60.0,22.93,collecting,1,1
208.95,60.752,60.0,21.7,collecting,1,1
209.0,60.784,60.0,21.44,collecting,1,1
209.05,60.71,60.0,21.92,collecting,1,1
209.1,60.512,60.0,23.24,collecting,1,1
209.15,60.987,60.0,19.84,collecting,1,1
209.2,60.73,60.0,21.69,collecting,1,1
209.25,60.802,60.0,21.16,collecting,1,1
209.3,61.03,60.0,19.59,collecting,1,1
209.35,60.655,60.0,22.24,collecting,1,1
209.4,60.735,60.0,21.62,collecting,1,1
209.45,60.918,60.0,20.32,collecting,1,1
209.5,60.811,60.0,21.09,collecting,1,1
209.55,60.686,60.0,21.94,collecting,1,1
209.6,60.822,60.0,20.94,collecting,1,1
209.65,60.879,60.0,20.55,collecting,1,1
209.7,60.687,60.0,21.88,collecting,1,1
209.75,60.81,60.0,20.98,collecting,1,1
209.8,60.662,60.0,21.99,collecting,1,1
209.85,60.951,60.0,19.94,collecting,1,1
209.9,60.432,60.0,23.56,collecting,1,1
209.95,60.638,60.0,21.99,collecting,1,1
210.0,60.929,60.0,19.93,collecting,1,1
210.05,60.759,60.0,21.16,collecting,1,1
210.1,60.559,60.0,22.52,collecting,1,1
210.15,60.672,60.0,21.65,collecting,1,1
210.2,60.625,60.0,21.93,collecting,1,1
210.25,60.529,60.0,22.54,collecting,1,1
210.3,60.418,60.0,23.23,collecting,1,1
210.35,60.696,60.0,21.19,collecting,1,1
210.4,60.466,60.0,22.78,collecting,1,1
210.45,60.491,60.0,22.53,collecting,1,1
210.5,60.414,60.0,22.99,collecting,1,1
210.55,60.672,60.0,21.13,collecting,1,1
210.6,60.517,60.0,22.22,collecting,1,1
210.65,60.551,60.0,21.95,collecting,1,1
210.7,60.419,60.0,22.83,collecting,1,1
210.75,60.703,60.0,20.8,collecting,1,1
210.8,60.525,60.0,22.08,collecting,1,1
210.85,60.487,60.0,22.3,collecting,1,1
210.9,60.814,60.0,20.01,collecting,1,1
210.95,60.269,60.0,23.85,collecting,1,1
211.0,60.333,60.0,23.27,collecting,1,1
211.05,60.594,60.0,21.39,collecting,1,1
211.1,60.481,60.0,22.18,collecting,1,1
211.15,60.348,60.0,23.06,collecting,1,1
211.2,60.307,60.0,23.27,collecting,1,1
211.25,60.267,60.0,23.46,collecting,1,1
211.3,60.111,60.0,24.45,collecting,1,1
211.35,60.16,60.0,23.97,collecting,1,1
211.4,60.19,60.0,23.67,collecting,1,1
211.45,60.435,60.0,21.91,collecting,1,1
211.5,60.455,60.0,21.8,collecting,1,1
211.55,60.262,60.0,23.17,collecting,1,1
211.6,60.142,60.0,23.95,collecting,1,1
211.65,60.298,60.0,22.78,collecting,1,1
